,id,Change,Close,Date,DollarVolume,mktCap,DollarVolume_wt
19488,57251,0.36411,0.9,2020-10-16,36.7,6.7,5.502
20179,57251,-0.0278,0.88,2020-10-23,53.4,8.5,6.247
20870,57251,-0.06849,0.82,2020-10-30,18.1,7.8,2.324
21561,57251,0.04274,0.85,2020-11-06,27.2,7.4,3.687
22252,57251,0.11794,0.95,2020-11-13,34.4,7.8,4.409
22943,57251,-0.0789,0.88,2020-11-20,35.7,8.6,4.176
23634,57251,0.01137,0.88,2020-11-27,37.3,8.1,4.616
24325,57251,0.29969,1.15,2020-12-04,54.9,9.9,5.54
25017,57251,0.13047,1.3,2020-12-11,37.8,11.3,3.337
25710,57251,-0.01925,1.27,2020-12-18,11.2,11.4,0.976
26403,57251,0.11769,1.42,2020-12-24,42.4,11.9,3.557
27096,57251,0.15793,1.65,2020-12-31,36.0,14.1,2.556
27789,57251,0.1211,1.85,2021-01-08,79.5,15.8,5.034
28482,57251,-0.10806,1.65,2021-01-15,35.7,15.9,2.249
29175,57251,0.39383,2.3,2021-01-22,219.6,20.3,10.794
29868,57251,-0.08702,2.1,2021-01-29,152.1,19.7,7.718
30561,57251,0.03825,2.18,2021-02-05,60.8,19.2,3.173
31254,57251,-0.14041,1.88,2021-02-12,35.4,17.4,2.036
31947,57251,-0.08008,1.72,2021-02-19,59.3,15.8,3.763
32640,57251,-0.07285,1.6,2021-02-26,83.5,14.9,5.6
33333,57251,-0.17163,1.32,2021-03-05,187.3,14.7,12.749
34026,57251,0.07554,1.42,2021-03-12,26.3,13.0,2.021
34719,57251,0.08771,1.55,2021-03-19,21.5,13.5,1.596
35412,57251,-0.03225,1.5,2021-03-26,12.4,13.6,0.916
36105,57251,-0.11664,1.32,2021-04-01,19.9,12.4,1.606
269,57252,-0.0139,35.5,2020-04-03,0.6,22.6,0.028
954,57252,-0.09861,32.0,2020-04-09,51.6,21.5,2.402
1639,57252,0.06252,34.0,2020-04-17,8.0,21.1,0.379
2324,57252,0.0147,34.5,2020-04-24,60.8,21.9,2.776
3009,57252,0.24657,43.0,2020-05-01,79.2,26.5,2.987
3694,57252,-0.0349,41.5,2020-05-07,2.0,27.1,0.074
4379,57252,-0.03611,40.0,2020-05-15,4.4,25.7,0.17
5064,57252,0.075,43.0,2020-05-22,5.9,26.2,0.223
5749,57252,0.0698,46.0,2020-05-29,1.4,29.3,0.046
6434,57252,-0.0326,44.5,2020-06-05,3.1,29.1,0.108
7119,57252,-0.04498,42.5,2020-06-12,1.2,27.4,0.045
7804,57252,0.0471,44.5,2020-06-19,1.8,28.1,0.065
8489,57252,-0.0674,41.5,2020-06-26,3.3,26.8,0.125
9174,57252,-0.09635,37.5,2020-07-03,76.1,24.1,3.154
9860,57252,0.0,37.5,2020-07-10,129.5,23.9,5.427
10546,57252,0.0,37.5,2020-07-17,103.4,23.9,4.333
11232,57252,0.0133,38.0,2020-07-24,1.8,24.2,0.073
11919,57252,-0.05259,36.0,2020-07-31,3.8,23.8,0.16
12606,57252,2e-05,36.0,2020-08-07,6.7,22.0,0.306
13293,57252,0.0278,37.0,2020-08-14,2.4,23.6,0.1
13980,57252,-0.027,36.0,2020-08-21,2.3,23.0,0.1
14667,57252,0.0,36.0,2020-08-28,1.9,22.9,0.081
15354,57252,0.0,36.0,2020-09-04,2.6,22.9,0.111
16042,57252,0.11116,40.0,2020-09-11,5.9,25.0,0.236
16730,57252,0.0,40.0,2020-09-18,0.4,25.5,0.014
17418,57252,-0.08745,36.5,2020-09-25,0.6,24.3,0.026
18107,57252,-0.11,32.5,2020-10-02,108.2,21.7,4.986
18798,57252,0.0,32.5,2020-10-09,21.4,20.7,1.033
19489,57252,0.07692,35.0,2020-10-16,5.1,21.0,0.243
20180,57252,0.0,35.0,2020-10-23,0.7,22.3,0.031
20871,57252,0.0,35.0,2020-10-30,1.6,22.3,0.072
21562,57252,-0.0714,32.5,2020-11-06,0.8,21.3,0.036
22253,57252,0.29323,42.0,2020-11-13,4.0,27.2,0.148
22944,57252,-0.07138,39.0,2020-11-20,0.3,25.8,0.011
23635,57252,-0.0645,36.5,2020-11-27,6.4,23.6,0.271
24326,57252,4e-05,36.5,2020-12-04,7.6,23.0,0.332
25018,57252,-0.0137,36.0,2020-12-11,3.6,23.0,0.158
25711,57252,0.0694,38.5,2020-12-18,8.3,24.2,0.341
26404,57252,0.0,38.5,2020-12-24,2.4,24.5,0.1
27097,57252,0.0,38.5,2020-12-31,0.8,24.5,0.033
27790,57252,-0.013,38.0,2021-01-08,2.4,24.3,0.099
28483,57252,0.17126,44.5,2021-01-15,6.9,25.2,0.275
29176,57252,0.03824,46.2,2021-01-22,3.6,28.4,0.126
29869,57252,-0.11249,41.0,2021-01-29,1.1,27.0,0.04
30562,57252,-0.0122,40.5,2021-02-05,1.8,26.0,0.069
31255,57252,-0.0123,40.0,2021-02-12,1.5,25.5,0.057
31948,57252,-0.06248,37.5,2021-02-19,4.7,24.3,0.193
32641,57252,0.07993,40.5,2021-02-26,1.6,24.6,0.064
33334,57252,0.0494,42.5,2021-03-05,1.3,26.5,0.048
34027,57252,-0.0471,40.5,2021-03-12,1.8,26.8,0.066
34720,57252,-0.03699,39.0,2021-03-19,1.3,25.3,0.05
35413,57252,0.0,39.0,2021-03-26,0.9,24.8,0.035
36106,57252,-0.03846,37.5,2021-04-01,3.8,23.9,0.157
270,55410,0.0888,5.82,2020-04-03,1.5,15.9,0.093
955,55410,0.2102,7.05,2020-04-09,9.2,19.1,0.482
1640,55410,-0.00713,7.0,2020-04-17,3.7,20.4,0.181
2325,55410,0.07495,7.52,2020-04-24,11.8,21.0,0.563
3010,55410,0.21592,9.15,2020-05-01,30.9,24.1,1.282
3695,55410,0.05469,9.65,2020-05-07,11.5,26.9,0.429
4380,55410,0.06742,10.3,2020-05-15,31.7,28.0,1.132
5065,55410,0.0923,11.25,2020-05-22,25.7,31.2,0.824
5750,55410,-0.08889,10.25,2020-05-29,34.4,30.9,1.114
6435,55410,0.19542,12.25,2020-06-05,291.4,35.7,8.168
7120,55410,-0.0083,12.15,2020-06-12,117.0,34.7,3.374
7805,55410,-0.02469,11.85,2020-06-19,49.0,33.8,1.449
8490,55410,0.08027,12.8,2020-06-26,91.4,35.0,2.613
9175,55410,0.30026,16.65,2020-07-03,334.8,44.2,7.572
9861,55410,0.00907,16.8,2020-07-10,247.9,50.6,4.903
10547,55410,0.01767,17.1,2020-07-17,124.8,46.6,2.678
11233,55410,-0.05846,16.1,2020-07-24,102.8,49.0,2.097
11920,55410,-0.03733,15.5,2020-07-31,149.5,45.2,3.306
12607,55410,0.2097,18.75,2020-08-07,102.0,47.6,2.144
13294,55410,0.04536,19.6,2020-08-14,89.3,55.8,1.6
13981,55410,0.17337,23.0,2020-08-21,277.8,64.1,4.335
14668,55410,0.02604,23.6,2020-08-28,148.9,64.5,2.309
15355,55410,-0.06782,22.0,2020-09-04,73.9,67.0,1.103
16043,55410,0.01815,22.4,2020-09-11,338.7,61.5,5.509
16731,55410,0.00449,22.5,2020-09-18,108.1,65.2,1.657
17419,55410,-0.09345,20.4,2020-09-25,119.1,60.4,1.973
18108,55410,0.08827,22.2,2020-10-02,55.6,62.4,0.891
18799,55410,0.09906,24.4,2020-10-09,202.7,69.3,2.926
19490,55410,-0.04105,23.4,2020-10-16,121.1,66.7,1.814
20181,55410,-0.02556,22.8,2020-10-23,82.7,65.8,1.257
20872,55410,-0.15787,19.2,2020-10-30,164.8,58.2,2.831
21563,55410,0.1198,21.5,2020-11-06,127.9,59.8,2.14
22254,55410,-0.06979,20.0,2020-11-13,172.9,59.1,2.924
22945,55410,-0.01503,19.7,2020-11-20,134.6,58.0,2.323
23636,55410,0.1167,22.0,2020-11-27,197.2,54.7,3.606
24327,55410,-0.04589,21.0,2020-12-04,62.4,62.2,1.002
25019,55410,-0.11913,18.5,2020-12-11,131.5,56.7,2.32
25712,55410,0.17829,21.8,2020-12-18,114.1,59.3,1.925
26405,55410,0.00919,22.0,2020-12-24,99.2,62.4,1.588
27098,55410,-0.00918,21.8,2020-12-31,66.5,63.2,1.054
27791,55410,0.6964,37.0,2021-01-08,581.1,80.4,7.228
28484,55410,-0.16201,31.0,2021-01-15,361.9,90.7,3.991
29177,55410,0.07048,33.2,2021-01-22,256.7,90.8,2.828
29870,55410,0.07225,35.6,2021-01-29,258.9,104.5,2.479
30563,55410,-0.03384,34.4,2021-02-05,248.9,97.4,2.557
31256,55410,0.07545,37.0,2021-02-12,296.3,100.8,2.939
31949,55410,-0.07298,34.3,2021-02-19,99.3,100.1,0.992
32642,55410,-0.08459,31.4,2021-02-26,145.0,93.1,1.558
33335,55410,0.04462,32.8,2021-03-05,136.7,98.7,1.385
34028,55410,0.03662,34.0,2021-03-12,58.8,95.3,0.617
34721,55410,0.04707,35.6,2021-03-19,93.7,99.5,0.941
35414,55410,-0.00566,35.4,2021-03-26,58.2,104.3,0.558
36107,55410,0.20305,42.6,2021-04-01,205.2,110.4,1.858
271,60107,-0.0101,147.5,2020-04-03,3.9,24.5,0.16
956,60107,0.17968,174.0,2020-04-09,7.8,27.0,0.29
1641,60107,0.03734,180.5,2020-04-17,7.5,30.2,0.249
2326,60107,-0.06374,169.0,2020-04-24,6.4,28.4,0.226
3011,60107,0.0207,172.5,2020-05-01,13.4,28.1,0.477
3696,60107,0.0203,176.0,2020-05-07,3.9,29.0,0.133
4381,60107,0.05404,185.5,2020-05-15,12.2,30.6,0.397
5066,60107,0.0297,191.0,2020-05-22,9.9,31.5,0.316
5751,60107,-0.07323,177.0,2020-05-29,12.4,29.9,0.413
6436,60107,0.0734,190.0,2020-06-05,15.2,30.3,0.503
7121,60107,0.01572,193.0,2020-06-12,13.2,32.8,0.404
7806,60107,0.02591,198.0,2020-06-19,8.0,32.0,0.25
8491,60107,-0.03033,192.0,2020-06-26,6.2,32.2,0.193
9176,60107,-0.00523,191.0,2020-07-03,5.7,31.5,0.182
9862,60107,0.14136,218.0,2020-07-10,8.4,35.1,0.24
10548,60107,-0.05961,205.0,2020-07-17,7.1,34.7,0.206
11234,60107,-0.04881,195.0,2020-07-24,6.3,32.6,0.193
11921,60107,-0.01279,192.5,2020-07-31,7.7,32.4,0.238
12608,60107,-0.02852,187.0,2020-08-07,5.9,31.4,0.189
13295,60107,-0.0107,185.0,2020-08-14,4.9,30.8,0.158
13982,60107,0.0,185.0,2020-08-21,2.0,30.8,0.064
14669,60107,0.0054,186.0,2020-08-28,5.1,30.8,0.166
15356,60107,0.0054,187.0,2020-09-04,3.7,31.1,0.119
16044,60107,0.02678,192.0,2020-09-11,5.3,32.3,0.163
16732,60107,-0.13012,167.0,2020-09-18,21.4,29.1,0.734
17420,60107,-0.01188,165.0,2020-09-25,8.4,27.5,0.308
18109,60107,0.01815,168.0,2020-10-02,4.4,27.9,0.159
18800,60107,-7e-05,168.0,2020-10-09,13.8,27.9,0.495
19491,60107,-0.00604,167.0,2020-10-16,4.5,27.9,0.163
20182,60107,0.01195,169.0,2020-10-23,12.3,27.7,0.445
20873,60107,-0.0296,164.0,2020-10-30,8.3,27.3,0.303
21564,60107,-0.0092,162.5,2020-11-06,4.5,27.2,0.165
22255,60107,-0.00919,161.0,2020-11-13,13.3,26.7,0.496
22946,60107,0.05593,170.0,2020-11-20,25.2,27.4,0.92
23637,60107,0.08232,184.0,2020-11-27,19.2,30.3,0.635
24328,60107,0.0054,185.0,2020-12-04,9.8,30.7,0.319
25020,60107,-0.0486,176.0,2020-12-11,6.3,29.7,0.211
25713,60107,4e-05,176.0,2020-12-18,8.8,29.3,0.299
26406,60107,0.0028,176.5,2020-12-24,6.6,29.4,0.224
27099,60107,0.0085,178.0,2020-12-31,8.0,29.6,0.269
27792,60107,-0.04489,170.0,2021-01-08,24.1,29.1,0.829
28485,60107,0.0,170.0,2021-01-15,23.1,28.5,0.811
29178,60107,0.0588,180.0,2021-01-22,28.8,28.6,1.007
29871,60107,-2e-05,180.0,2021-01-29,29.5,30.5,0.967
30564,60107,0.01936,183.5,2021-02-05,15.0,30.2,0.496
31257,60107,0.01092,185.5,2021-02-12,12.9,30.6,0.422
31950,60107,0.03239,191.5,2021-02-19,18.9,31.3,0.604
32643,60107,0.0183,195.0,2021-02-26,21.1,32.1,0.659
33336,60107,0.09743,214.0,2021-03-05,29.9,34.4,0.87
34029,60107,0.04207,223.0,2021-03-12,17.2,36.5,0.472
34722,60107,0.06276,237.0,2021-03-19,25.2,39.5,0.639
35415,60107,-0.01688,233.0,2021-03-26,15.6,39.1,0.398
36108,60107,-0.03859,224.0,2021-04-01,8.1,37.6,0.215
272,51134,-0.00032,11.0,2020-04-03,8.4,11.5,0.735
957,51134,0.22742,13.5,2020-04-09,5.4,11.9,0.455
1642,51134,0.29627,17.5,2020-04-17,9.3,15.6,0.594
2327,51134,0.0286,18.0,2020-04-24,16.3,17.6,0.928
3012,51134,0.19458,21.5,2020-05-01,18.9,20.6,0.919
3697,51134,0.0,21.5,2020-05-07,15.5,21.5,0.719
4382,51134,0.27882,27.5,2020-05-15,13.2,25.9,0.512
5067,51134,0.08719,29.9,2020-05-22,5.8,29.2,0.2
5752,51134,0.0,29.9,2020-05-29,0.9,29.9,0.032
6437,51134,0.0,29.9,2020-06-05,1.7,29.9,0.057
7122,51134,-0.0468,28.5,2020-06-12,3.6,29.6,0.122
7807,51134,0.0,28.5,2020-06-19,3.0,28.5,0.106
8492,51134,0.0175,29.0,2020-06-26,5.1,29.0,0.177
9177,51134,-0.155,24.5,2020-07-03,1.2,28.1,0.043
9863,51134,-0.0204,24.0,2020-07-10,3.3,24.3,0.137
10549,51134,0.0,24.0,2020-07-17,1.5,24.0,0.064
11235,51134,0.0,24.0,2020-07-24,1.4,24.0,0.056
11922,51134,0.0,24.0,2020-07-31,1.0,24.0,0.04
12609,51134,0.0,24.0,2020-08-07,7.0,24.0,0.293
13296,51134,0.0,24.0,2020-08-14,0.4,24.0,0.015
13983,51134,0.0,24.0,2020-08-21,0.5,24.0,0.022
14670,51134,0.0,24.0,2020-08-28,0.6,24.0,0.027
15357,51134,0.0,24.0,2020-09-04,0.2,24.0,0.008
16045,51134,0.0,24.0,2020-09-11,0.1,24.0,0.005
16733,51134,0.0,24.0,2020-09-18,0.3,24.0,0.014
17421,51134,-0.08331,22.0,2020-09-25,4.2,22.7,0.187
18110,51134,0.11362,24.5,2020-10-02,302.6,22.6,13.4
18801,51134,0.0,24.5,2020-10-09,1.1,24.5,0.045
19492,51134,0.0,24.5,2020-10-16,1.6,24.5,0.065
20183,51134,0.0,24.5,2020-10-23,6.4,24.5,0.26
20874,51134,0.0,24.5,2020-10-30,0.3,24.5,0.012
21565,51134,-0.0204,24.0,2020-11-06,0.4,24.3,0.016
22256,51134,0.0,24.0,2020-11-13,1.8,24.0,0.075
22947,51134,-0.14586,20.5,2020-11-20,2.7,22.7,0.118
23638,51134,0.04864,21.5,2020-11-27,4.1,19.4,0.212
24329,51134,0.0233,22.0,2020-12-04,1.9,21.9,0.088
25021,51134,0.0,22.0,2020-12-11,0.8,22.0,0.038
25714,51134,0.0682,23.5,2020-12-18,7.4,22.3,0.33
26407,51134,0.04254,24.5,2020-12-24,23.2,24.4,0.953
27100,51134,-2e-05,24.5,2020-12-31,6.4,24.3,0.262
27793,51134,0.06113,26.0,2021-01-08,14.9,26.3,0.567
28486,51134,-0.0192,25.5,2021-01-15,7.4,25.6,0.291
29179,51134,-0.1176,22.5,2021-01-22,1.0,24.7,0.041
29872,51134,0.0,22.5,2021-01-29,0.8,22.5,0.033
30565,51134,2e-05,22.5,2021-02-05,48.0,22.6,2.126
31258,51134,0.13331,25.5,2021-02-12,5.8,24.0,0.24
31951,51134,0.0,25.5,2021-02-19,3.1,25.5,0.123
32644,51134,0.0,25.5,2021-02-26,0.0,25.5,0.0
33337,51134,0.0392,26.5,2021-03-05,15.1,25.9,0.585
34030,51134,0.05659,28.0,2021-03-12,6.3,27.4,0.23
34723,51134,0.05363,29.5,2021-03-19,12.3,28.4,0.433
35416,51134,0.06781,31.5,2021-03-26,2.4,31.3,0.076
36109,51134,0.0317,32.5,2021-04-01,2.9,31.7,0.092
273,57253,5e-05,2.7,2020-04-03,8.9,8.7,1.018
958,57253,0.037,2.8,2020-04-09,31.8,9.1,3.493
1643,57253,0.0,2.8,2020-04-17,25.8,9.1,2.829
2328,57253,0.0,2.8,2020-04-24,69.0,9.1,7.564
3013,57253,0.0,2.8,2020-05-01,109.8,9.1,12.039
3698,57253,0.0,2.8,2020-05-07,117.2,9.1,12.853
4383,57253,0.0,2.8,2020-05-15,183.2,9.1,20.094
5068,57253,0.0,2.8,2020-05-22,224.0,9.1,24.569
5753,57253,0.0,2.8,2020-05-29,208.6,9.1,22.877
6438,57253,0.0,2.8,2020-06-05,297.4,9.1,32.624
7123,57253,0.6068,4.5,2020-06-12,352.2,11.3,31.176
7808,57253,-0.06675,4.2,2020-06-19,56.3,13.8,4.068
8493,57253,0.66688,7.0,2020-06-26,177.0,19.8,8.932
9178,57253,-0.02141,6.85,2020-07-03,61.3,22.4,2.739
9864,57253,-0.08031,6.3,2020-07-10,43.9,21.0,2.093
10550,57253,0.13497,7.15,2020-07-17,47.7,21.4,2.23
11236,57253,0.13284,8.1,2020-07-24,58.7,25.3,2.318
11923,57253,0.04962,8.5,2020-07-31,87.1,28.9,3.011
12610,57253,-0.00033,8.5,2020-08-07,75.5,26.7,2.828
13297,57253,-0.04698,8.1,2020-08-14,60.8,25.4,2.391
13984,57253,-0.01229,8.0,2020-08-21,27.2,26.2,1.039
14671,57253,-0.04375,7.65,2020-08-28,25.6,25.2,1.016
15358,57253,0.01928,7.8,2020-09-04,58.0,25.6,2.27
16046,57253,-0.06413,7.3,2020-09-11,13.5,24.3,0.557
16734,57253,-0.02408,7.12,2020-09-18,32.5,23.0,1.414
17422,57253,-0.07026,6.62,2020-09-25,31.0,21.1,1.469
18111,57253,0.2417,8.22,2020-10-02,31.2,24.2,1.287
18802,57253,-0.01214,8.12,2020-10-09,28.9,26.1,1.109
19493,57253,4e-05,8.12,2020-10-16,58.1,26.2,2.216
20184,57253,-0.00925,8.05,2020-10-23,30.3,26.1,1.158
20875,57253,-0.09319,7.3,2020-10-30,27.0,25.0,1.079
21566,57253,0.0959,8.0,2020-11-06,32.1,25.4,1.263
22257,57253,-0.03129,7.75,2020-11-13,55.0,25.2,2.187
22948,57253,0.0968,8.5,2020-11-20,27.8,27.3,1.017
23639,57253,-0.07647,7.85,2020-11-27,37.6,26.3,1.428
24330,57253,0.03179,8.1,2020-12-04,24.8,26.1,0.949
25022,57253,-0.0122,8.0,2020-12-11,9.9,26.3,0.377
25715,57253,-0.0813,7.35,2020-12-18,48.4,25.1,1.926
26408,57253,0.0714,7.88,2020-12-24,11.2,24.8,0.453
27101,57253,-0.03482,7.6,2020-12-31,9.9,25.1,0.395
27794,57253,0.11178,8.45,2021-01-08,23.8,26.4,0.9
28487,57253,0.07701,9.1,2021-01-15,29.7,29.2,1.017
29180,57253,0.23034,11.2,2021-01-22,73.3,33.2,2.206
29873,57253,-0.12053,9.85,2021-01-29,40.1,33.9,1.182
30566,57253,0.09131,10.75,2021-02-05,34.8,34.3,1.013
31259,57253,0.19087,12.8,2021-02-12,133.8,36.1,3.705
31952,57253,-0.07422,11.85,2021-02-19,100.9,40.0,2.522
32645,57253,-0.07601,10.95,2021-02-26,54.0,35.5,1.524
33338,57253,-0.05941,10.3,2021-03-05,40.1,33.8,1.187
34031,57253,-0.02912,10.0,2021-03-12,24.8,32.9,0.755
34724,57253,0.05503,10.55,2021-03-19,29.7,33.7,0.88
35417,57253,0.04274,11.0,2021-03-26,34.6,36.8,0.94
36110,57253,-0.01373,10.85,2021-04-01,8.5,35.2,0.241
274,60102,-0.03862,112.0,2020-04-03,47.2,835.1,0.057
959,60102,0.03563,116.0,2020-04-09,206.1,832.0,0.248
1644,60102,0.00429,116.5,2020-04-17,314.7,852.4,0.369
2329,60102,-0.00855,115.5,2020-04-24,230.2,860.9,0.267
3014,60102,-0.02163,113.0,2020-05-01,181.3,839.5,0.216
3699,60102,6e-05,113.0,2020-05-07,35.9,836.2,0.043
4384,60102,-0.00667,112.25,2020-05-15,63.3,850.2,0.075
5069,60102,0.04907,117.75,2020-05-22,128.9,863.5,0.149
5754,60102,0.00219,118.0,2020-05-29,35.2,871.9,0.04
6439,60102,0.00427,118.5,2020-06-05,60.8,867.2,0.07
7124,60102,0.00642,119.25,2020-06-12,270.6,891.0,0.304
7809,60102,-1e-05,119.25,2020-06-19,209.2,885.8,0.236
8494,60102,-0.0042,118.75,2020-06-26,127.9,882.4,0.145
9179,60102,0.02747,122.0,2020-07-03,56.0,897.3,0.062
9865,60102,-0.01848,119.75,2020-07-10,181.0,886.9,0.204
10551,60102,0.02291,122.5,2020-07-17,134.2,902.8,0.149
11237,60102,-0.00616,121.75,2020-07-24,282.8,892.5,0.317
11924,60102,0.01447,123.5,2020-07-31,69.2,898.8,0.077
12611,60102,-0.01624,121.5,2020-08-07,228.9,909.5,0.252
13298,60102,0.03496,125.75,2020-08-14,69.1,924.3,0.075
13985,60102,-0.03759,121.0,2020-08-21,108.2,904.7,0.12
14672,60102,0.02061,123.5,2020-08-28,104.0,912.8,0.114
15359,60102,-0.01829,121.25,2020-09-04,110.3,912.2,0.121
16047,60102,-0.01863,119.0,2020-09-11,81.8,885.4,0.092
16735,60102,-0.01268,117.5,2020-09-18,130.0,866.1,0.15
17423,60102,-3e-05,117.5,2020-09-25,233.5,869.1,0.269
18112,60102,0.02565,120.5,2020-10-02,374.5,891.3,0.42
18803,60102,-0.02491,117.5,2020-10-09,399.1,897.6,0.445
19494,60102,0.01487,119.25,2020-10-16,379.2,872.1,0.435
20185,60102,-0.01047,118.0,2020-10-23,259.4,877.6,0.296
20876,60102,-0.00843,117.0,2020-10-30,273.4,867.6,0.315
21567,60102,0.00427,117.5,2020-11-06,103.1,870.2,0.119
22258,60102,0.00422,118.0,2020-11-13,192.4,867.6,0.222
22949,60102,-0.01272,116.5,2020-11-20,82.6,876.9,0.094
23640,60102,-0.02352,113.75,2020-11-27,130.6,858.0,0.152
24331,60102,0.0044,114.25,2020-12-04,136.9,844.6,0.162
25023,60102,0.01523,116.0,2020-12-11,553.6,850.6,0.651
25716,60102,-0.00222,115.75,2020-12-18,247.5,860.2,0.288
26409,60102,0.00427,116.25,2020-12-24,61.8,862.2,0.072
27102,60102,0.01069,117.5,2020-12-31,31.4,867.2,0.036
27795,60102,-0.00424,117.0,2021-01-08,296.6,872.4,0.34
28488,60102,0.01284,118.5,2021-01-15,577.5,876.9,0.659
29181,60102,0.01891,120.75,2021-01-22,559.5,885.0,0.632
29874,60102,-0.00619,120.0,2021-01-29,391.4,896.9,0.436
30567,60102,0.01457,121.75,2021-02-05,222.9,905.1,0.246
31260,60102,-0.03075,118.0,2021-02-12,222.8,890.6,0.25
31953,60102,0.02334,120.75,2021-02-19,367.1,883.2,0.416
32646,60102,-0.03936,116.0,2021-02-26,138.4,879.5,0.157
33339,60102,-0.0042,115.5,2021-03-05,257.1,863.2,0.298
34032,60102,-0.00433,115.0,2021-03-12,56.6,853.5,0.066
34725,60102,0.00654,115.75,2021-03-19,81.7,855.8,0.095
35418,60102,0.0325,119.5,2021-03-26,30.8,864.3,0.036
36111,60102,-0.02089,117.0,2021-04-01,60.1,870.0,0.069
275,59128,0.0,11.5,2020-04-03,0.9,7.7,0.113
960,59128,-0.109,10.25,2020-04-09,1.8,6.8,0.271
1645,59128,0.0,10.25,2020-04-17,0.2,6.9,0.022
2330,59128,-0.07315,9.5,2020-04-24,0.3,6.4,0.041
3015,59128,-0.0008,9.5,2020-05-01,2.8,6.3,0.446
3700,59128,0.10494,10.5,2020-05-07,3.5,7.1,0.493
4385,59128,-0.07144,9.75,2020-05-15,18.6,6.8,2.745
5070,59128,0.35322,13.2,2020-05-22,9.0,8.2,1.09
5755,59128,-0.0341,12.75,2020-05-29,4.0,8.8,0.457
6440,59128,0.13807,14.5,2020-06-05,24.9,9.5,2.63
7125,59128,0.121,16.25,2020-06-12,10.4,10.9,0.953
7810,59128,-0.07691,15.0,2020-06-19,6.7,10.2,0.658
8495,59128,-0.05,14.25,2020-06-26,9.1,9.6,0.947
9180,59128,0.0,14.25,2020-07-03,2.3,9.5,0.241
9866,59128,0.0,14.25,2020-07-10,3.9,9.5,0.408
10552,59128,0.0,14.25,2020-07-17,0.5,9.5,0.056
11238,59128,0.0,14.25,2020-07-24,5.3,9.5,0.555
11925,59128,0.0526,15.0,2020-07-31,3.1,9.6,0.321
12612,59128,0.0,15.0,2020-08-07,9.8,10.0,0.982
13299,59128,-0.06665,14.0,2020-08-14,20.1,9.7,2.062
13986,59128,-0.10715,12.5,2020-08-21,2.1,8.8,0.241
14673,59128,0.08,13.5,2020-08-28,3.0,8.6,0.343
15360,59128,-0.037,13.0,2020-09-04,0.7,8.9,0.077
16048,59128,-0.154,11.0,2020-09-11,3.7,8.2,0.456
16736,59128,2e-05,11.0,2020-09-18,3.3,7.4,0.438
17424,59128,0.18218,13.0,2020-09-25,4.1,8.5,0.479
18113,59128,-0.11532,11.5,2020-10-02,1.6,8.1,0.2
18804,59128,0.109,12.75,2020-10-09,4.2,7.9,0.535
19495,59128,-0.0392,12.25,2020-10-16,1.1,8.2,0.137
20186,59128,0.0,12.25,2020-10-23,2.4,8.2,0.298
20877,59128,-0.14285,10.5,2020-10-30,1.3,7.4,0.177
21568,59128,0.0238,10.75,2020-11-06,1.9,7.1,0.271
22259,59128,0.11628,12.0,2020-11-13,7.6,7.8,0.972
22950,59128,-0.0625,11.25,2020-11-20,6.8,7.9,0.853
23641,59128,0.0222,11.5,2020-11-27,18.0,7.5,2.387
24332,59128,0.04353,12.0,2020-12-04,20.0,7.7,2.607
25024,59128,0.0,12.0,2020-12-11,5.0,8.0,0.62
25717,59128,-0.02077,11.75,2020-12-18,2.0,8.0,0.251
26410,59128,-0.04255,11.25,2020-12-24,5.8,7.5,0.779
27103,59128,0.13336,12.75,2020-12-31,26.3,8.0,3.265
27796,59128,0.25454,16.0,2021-01-08,46.2,10.2,4.547
28489,59128,-0.04681,15.25,2021-01-15,6.0,10.5,0.57
29182,59128,-0.0656,14.25,2021-01-22,5.1,10.1,0.507
29875,59128,0.9631,28.0,2021-01-29,368.4,17.4,21.224
30568,59128,0.14366,32.0,2021-02-05,246.0,24.3,10.107
31261,59128,0.01539,32.5,2021-02-12,97.6,20.9,4.68
31954,59128,-0.09259,29.5,2021-02-19,49.3,19.1,2.578
32647,59128,-0.05088,28.0,2021-02-26,23.7,18.9,1.254
33340,59128,-0.03579,27.0,2021-03-05,20.7,18.7,1.106
34033,59128,-0.07407,25.0,2021-03-12,38.4,17.0,2.258
34726,59128,-0.06,23.5,2021-03-19,38.9,16.6,2.339
35419,59128,-0.02988,22.8,2021-03-26,34.2,15.6,2.193
36112,59128,0.14074,26.0,2021-04-01,56.1,15.7,3.569
276,57254,-0.02074,117.5,2020-04-03,28.5,139.5,0.204
961,57254,0.11495,131.0,2020-04-09,108.4,153.5,0.706
1646,57254,0.08029,141.5,2020-04-17,62.5,158.0,0.396
2331,57254,0.06009,150.0,2020-04-24,144.6,180.1,0.803
3016,57254,0.05002,157.5,2020-05-01,99.5,183.4,0.542
3701,57254,0.00962,159.0,2020-05-07,43.0,187.0,0.23
4386,57254,-0.02518,155.0,2020-05-15,168.1,185.8,0.905
5071,57254,-0.0195,152.0,2020-05-22,48.0,180.5,0.266
5756,57254,-0.03944,146.0,2020-05-29,110.7,173.1,0.639
6441,57254,-0.06504,136.5,2020-06-05,97.6,164.5,0.593
7126,57254,-0.05499,129.0,2020-06-12,133.1,153.8,0.865
7811,57254,-8e-05,129.0,2020-06-19,37.4,151.7,0.247
