,id,Change,Close,Date,DollarVolume,mktCap,DollarVolume_wt
10239,59178,0.11106,3.75,2020-07-10,3.9,9.2,0.419
10925,59178,-0.10707,3.35,2020-07-17,17.4,9.5,1.83
11611,59178,0.03743,3.48,2020-07-24,4.3,9.0,0.476
12298,59178,0.05037,3.65,2020-07-31,5.9,9.4,0.63
12985,59178,-0.02886,3.54,2020-08-07,4.8,9.0,0.53
13672,59178,-0.11139,3.15,2020-08-14,10.2,8.6,1.193
14359,59178,-0.00793,3.12,2020-08-21,3.7,8.0,0.456
15046,59178,-0.04,3.0,2020-08-28,8.6,8.0,1.081
15734,59178,0.04169,3.12,2020-09-04,2.8,8.1,0.35
16422,59178,0.05595,3.3,2020-09-11,1.7,8.0,0.213
17110,59178,-0.05639,3.12,2020-09-18,16.2,7.7,2.099
17799,59178,-0.06253,2.92,2020-09-25,2.9,7.7,0.381
18488,59178,-0.07409,2.7,2020-10-02,6.2,6.8,0.903
19179,59178,-0.14973,2.3,2020-10-09,5.9,6.2,0.959
19870,59178,0.04843,2.41,2020-10-16,3.5,6.4,0.55
20561,59178,-0.04567,2.3,2020-10-23,2.0,6.1,0.322
21252,59178,0.00206,2.31,2020-10-30,3.3,5.9,0.558
21943,59178,-0.0236,2.25,2020-11-06,1.9,5.5,0.344
22634,59178,1.84734,6.4,2020-11-13,341.9,8.7,39.145
23325,59178,-0.21822,5.0,2020-11-20,100.0,13.1,7.631
24016,59178,-0.05019,4.75,2020-11-27,22.6,12.4,1.829
24708,59178,-1e-05,4.75,2020-12-04,19.3,12.2,1.585
25401,59178,0.05257,5.0,2020-12-11,16.8,12.7,1.32
26094,59178,0.0,5.0,2020-12-18,8.3,12.9,0.65
26787,59178,-0.05,4.75,2020-12-24,3.2,12.5,0.255
27480,59178,-0.105,4.25,2020-12-31,5.1,11.4,0.452
28173,59178,0.14117,4.85,2021-01-08,6.3,11.7,0.54
28866,59178,0.08239,5.25,2021-01-15,16.6,13.6,1.217
29559,59178,-0.09487,4.75,2021-01-22,8.2,13.4,0.612
30252,59178,0.0,4.75,2021-01-29,10.6,12.2,0.87
30945,59178,-0.10527,4.25,2021-02-05,14.7,11.8,1.242
31638,59178,0.05887,4.5,2021-02-12,6.1,11.7,0.525
32331,59178,2e-05,4.5,2021-02-19,5.4,11.7,0.464
33024,59178,0.0,4.5,2021-02-26,3.2,11.6,0.276
33717,59178,0.0,4.5,2021-03-05,2.6,11.6,0.226
34410,59178,-0.0556,4.25,2021-03-12,6.1,11.1,0.553
35103,59178,0.0,4.25,2021-03-19,2.9,10.9,0.268
35796,59178,0.0,4.25,2021-03-26,4.6,10.9,0.424
36488,59178,0.05891,4.5,2021-04-01,22.7,10.9,2.094
649,51193,-0.06248,7.5,2020-04-03,8.7,19.3,0.452
1334,51193,0.0333,7.75,2020-04-09,7.5,18.4,0.409
2019,51193,-0.00035,7.75,2020-04-17,36.2,21.9,1.654
2704,51193,0.22592,9.5,2020-04-24,18.9,22.4,0.844
3389,51193,-0.0263,9.25,2020-05-01,4.0,22.8,0.174
4074,51193,-0.10805,8.25,2020-05-07,2.3,21.6,0.105
4759,51193,0.16657,9.62,2020-05-15,9.7,21.8,0.445
5444,51193,0.45464,14.0,2020-05-22,70.3,28.7,2.449
6129,51193,0.07137,15.0,2020-05-29,27.2,34.1,0.797
6814,51193,0.53276,23.0,2020-06-05,110.3,44.7,2.466
7499,51193,-0.23903,17.5,2020-06-12,127.3,45.2,2.816
8184,51193,-0.01392,17.25,2020-06-19,52.1,41.3,1.259
8869,51193,-0.04347,16.5,2020-06-26,12.8,40.1,0.32
9554,51193,-0.01514,16.25,2020-07-03,18.7,39.9,0.47
10240,51193,-0.13851,14.0,2020-07-10,19.4,37.6,0.516
10926,51193,-0.07124,13.0,2020-07-17,14.5,31.9,0.455
11612,51193,2e-05,13.0,2020-07-24,8.9,31.1,0.287
12299,51193,0.01963,13.25,2020-07-31,18.6,33.4,0.558
12986,51193,0.09404,14.5,2020-08-07,9.5,33.8,0.28
13673,51193,-0.06887,13.5,2020-08-14,5.0,34.0,0.149
14360,51193,0.03704,14.0,2020-08-21,5.6,33.6,0.166
15047,51193,-0.07149,13.0,2020-08-28,6.1,31.5,0.192
15735,51193,-0.11539,11.5,2020-09-04,4.5,29.3,0.154
16423,51193,0.12995,13.0,2020-09-11,20.5,29.7,0.689
17111,51193,0.0962,14.25,2020-09-18,11.1,34.0,0.326
17800,51193,-0.03507,13.75,2020-09-25,7.7,32.8,0.234
18489,51193,-0.03636,13.25,2020-10-02,1.7,32.6,0.052
19180,51193,0.39567,18.5,2020-10-09,37.2,36.3,1.025
19871,51193,-0.08964,16.85,2020-10-16,58.4,41.5,1.406
20562,51193,0.16904,19.7,2020-10-23,48.4,49.1,0.987
21253,51193,-0.22589,15.25,2020-10-30,28.0,40.1,0.697
21944,51193,0.01638,15.5,2020-11-06,8.3,37.7,0.22
22635,51193,-0.16121,13.0,2020-11-13,29.8,32.5,0.916
23326,51193,0.05762,13.75,2020-11-20,13.8,31.3,0.442
24017,51193,-0.01819,13.5,2020-11-27,26.0,32.5,0.8
24709,51193,0.13338,15.3,2020-12-04,9.7,35.2,0.277
25402,51193,-0.01966,15.0,2020-12-11,9.4,36.5,0.258
26095,51193,-0.21667,11.75,2020-12-18,17.0,32.2,0.528
26788,51193,0.08509,12.75,2020-12-24,21.1,29.2,0.722
27481,51193,0.19601,15.25,2020-12-31,16.7,32.8,0.51
28174,51193,-0.04915,14.5,2021-01-08,22.0,35.7,0.618
28867,51193,-0.10351,13.0,2021-01-15,20.6,32.1,0.641
29560,51193,0.05797,13.75,2021-01-22,137.7,31.5,4.364
30253,51193,-0.05458,13.0,2021-01-29,39.6,32.2,1.233
30946,51193,-0.07696,12.0,2021-02-05,6.1,30.6,0.199
31639,51193,-0.0625,11.25,2021-02-12,6.7,27.7,0.243
32332,51193,0.02222,11.5,2021-02-19,9.2,28.5,0.322
33025,51193,0.00011,11.5,2021-02-26,10.6,27.4,0.386
33718,51193,-0.00873,11.4,2021-03-05,22.0,28.1,0.781
34411,51193,0.14036,13.0,2021-03-12,16.9,30.5,0.555
35104,51193,-0.03842,12.5,2021-03-19,4.6,30.6,0.149
35797,51193,-0.08002,11.5,2021-03-26,4.3,29.3,0.147
36489,51193,-0.09125,10.45,2021-04-01,5.2,26.6,0.196
650,58210,0.00992,50.5,2020-04-03,175.6,101.1,1.737
1335,58210,-0.01387,49.8,2020-04-09,290.6,97.9,2.967
2020,58210,0.11655,55.6,2020-04-17,175.3,101.7,1.723
2705,58210,0.05215,58.5,2020-04-24,324.1,114.6,2.827
3390,58210,0.03408,60.5,2020-05-01,261.7,117.4,2.23
4075,58210,-0.17365,50.0,2020-05-07,268.6,101.7,2.641
4760,58210,-0.12201,43.9,2020-05-15,237.1,91.8,2.584
5445,58210,-0.00915,43.5,2020-05-22,264.8,85.6,3.092
6130,58210,-0.01152,43.0,2020-05-29,175.8,84.3,2.084
6815,58210,0.13381,48.75,2020-06-05,243.5,95.0,2.563
7500,58210,0.09744,53.5,2020-06-12,301.4,99.0,3.044
8185,58210,-0.11244,47.5,2020-06-19,233.5,97.5,2.396
8870,58210,-0.09466,43.0,2020-06-26,202.9,86.1,2.356
9555,58210,0.00746,43.32,2020-07-03,232.5,82.6,2.817
10241,58210,-0.05358,41.0,2020-07-10,155.2,84.3,1.841
10927,58210,-0.06644,38.28,2020-07-17,111.1,75.3,1.476
11613,58210,-0.0666,35.72,2020-07-24,188.2,73.6,2.558
12300,58210,0.14828,41.0,2020-07-31,258.1,78.3,3.299
12987,58210,0.04845,43.0,2020-08-07,249.9,87.8,2.848
13674,58210,-3e-05,43.0,2020-08-14,331.5,78.5,4.223
14361,58210,0.19762,51.5,2020-08-21,447.3,96.6,4.631
15048,58210,-0.0291,50.0,2020-08-28,163.6,94.5,1.731
15736,58210,-0.10958,44.52,2020-09-04,115.5,90.3,1.28
16424,58210,0.01116,45.02,2020-09-11,73.2,86.7,0.844
17112,58210,-0.13932,38.75,2020-09-18,183.0,81.4,2.249
17801,58210,-0.11151,34.42,2020-09-25,218.7,70.8,3.088
18490,58210,0.10995,38.22,2020-10-02,140.9,72.3,1.95
19181,58210,-0.03204,37.0,2020-10-09,110.4,72.5,1.523
19872,58210,-0.11891,32.6,2020-10-16,165.9,65.6,2.53
20563,58210,-0.03298,31.52,2020-10-23,111.8,64.2,1.743
21254,58210,-0.04799,30.0,2020-10-30,162.6,57.4,2.833
21945,58210,0.21698,36.5,2020-11-06,162.6,59.5,2.73
22636,58210,-0.14591,31.18,2020-11-13,242.0,61.1,3.959
23327,58210,0.19091,37.12,2020-11-20,249.0,68.7,3.625
24018,58210,0.06902,39.7,2020-11-27,330.3,75.3,4.384
24710,58210,-0.03287,38.4,2020-12-04,133.8,74.6,1.793
25403,58210,-0.02224,37.55,2020-12-11,129.0,70.8,1.822
26096,58210,0.05126,39.48,2020-12-18,227.8,76.4,2.98
26789,58210,-0.04823,37.58,2020-12-24,152.8,73.7,2.074
27482,58210,0.12046,42.1,2020-12-31,153.4,79.9,1.92
28175,58210,0.36054,57.3,2021-01-08,665.2,96.1,6.92
28868,58210,0.16422,66.7,2021-01-15,1064.7,131.8,8.079
29561,58210,-0.17393,55.1,2021-01-22,868.9,113.6,7.651
30254,58210,-0.15927,46.32,2021-01-29,405.3,101.5,3.991
30947,58210,0.07905,50.0,2021-02-05,216.6,97.7,2.218
31640,58210,-0.0481,47.6,2021-02-12,298.3,95.2,3.134
32333,58210,-0.01359,46.95,2021-02-19,311.7,92.7,3.363
33026,58210,-0.10546,42.0,2021-02-26,317.2,83.0,3.821
33719,58210,-0.04701,40.02,2021-03-05,96.7,80.1,1.207
34412,58210,-0.02547,39.0,2021-03-12,171.8,75.5,2.275
35105,58210,-0.02816,37.9,2021-03-19,155.9,71.7,2.175
35798,58210,0.13467,43.0,2021-03-26,209.0,76.5,2.733
36490,58210,-0.08721,39.25,2021-04-01,204.2,73.8,2.767
651,55241,-0.10412,18.5,2020-04-03,60.7,68.7,0.884
1336,55241,0.18918,22.0,2020-04-09,92.5,77.1,1.2
2021,55241,-0.01818,21.6,2020-04-17,73.0,79.7,0.916
2706,55241,-0.07404,20.0,2020-04-24,50.5,75.4,0.67
3391,55241,0.14495,22.9,2020-05-01,79.5,87.0,0.913
4076,55241,0.12235,25.7,2020-05-07,53.8,91.4,0.589
4761,55241,-0.02718,25.0,2020-05-15,187.2,97.0,1.931
5446,55241,0.05206,26.3,2020-05-22,51.2,94.0,0.545
6131,55241,0.15011,30.25,2020-05-29,82.9,109.0,0.761
6816,55241,-0.06116,28.4,2020-06-05,148.5,109.2,1.36
7501,55241,-0.06864,26.45,2020-06-12,87.8,100.0,0.878
8186,55241,0.01714,26.9,2020-06-19,116.2,98.7,1.178
8871,55241,0.00376,27.0,2020-06-26,60.9,97.8,0.622
9556,55241,-0.10743,24.1,2020-07-03,101.6,88.7,1.146
10242,55241,-0.06234,22.6,2020-07-10,134.7,86.9,1.55
10928,55241,0.00443,22.7,2020-07-17,204.9,83.3,2.461
11614,55241,-0.02202,22.2,2020-07-24,142.1,82.4,1.724
12301,55241,0.00669,22.35,2020-07-31,53.3,80.8,0.66
12988,55241,-0.01565,22.0,2020-08-07,135.3,80.3,1.685
13675,55241,-0.04091,21.1,2020-08-14,88.6,80.8,1.096
14362,55241,0.19435,25.2,2020-08-21,271.1,84.7,3.202
15049,55241,-0.04765,24.0,2020-08-28,125.4,93.9,1.336
15737,55241,0.04208,25.0,2020-09-04,160.6,93.5,1.717
16425,55241,0.06593,26.65,2020-09-11,49.5,97.2,0.51
17113,55241,0.01683,27.1,2020-09-18,87.1,98.7,0.883
17802,55241,-0.05539,25.6,2020-09-25,61.2,96.2,0.636
18491,55241,0.0195,26.1,2020-10-02,126.7,97.1,1.305
19182,55241,0.14588,29.9,2020-10-09,348.1,112.5,3.094
19873,55241,0.01845,30.45,2020-10-16,120.7,109.4,1.104
20564,55241,0.10635,33.7,2020-10-23,85.8,115.1,0.746
21255,55241,-0.12766,29.4,2020-10-30,82.4,114.3,0.721
21946,55241,-0.06459,27.5,2020-11-06,93.6,99.1,0.945
22637,55241,0.09059,30.0,2020-11-13,89.3,112.3,0.795
23328,55241,0.10005,33.0,2020-11-20,165.8,114.7,1.446
24019,55241,-0.05598,31.15,2020-11-27,64.0,116.2,0.551
24711,55241,-0.10267,27.95,2020-12-04,158.9,108.0,1.471
25404,55241,0.02505,28.65,2020-12-11,345.4,103.8,3.327
26097,55241,0.10639,31.7,2020-12-18,756.2,109.9,6.882
26790,55241,0.03467,32.8,2020-12-24,78.6,116.0,0.677
27483,55241,0.006,33.0,2020-12-31,80.4,123.1,0.653
28176,55241,0.01677,33.55,2021-01-08,259.8,124.8,2.081
28869,55241,-0.01049,33.2,2021-01-15,28.8,121.7,0.237
29562,55241,-0.04806,31.6,2021-01-22,231.7,119.2,1.944
30255,55241,-1e-05,31.6,2021-01-29,170.2,115.4,1.475
30948,55241,0.14558,36.2,2021-02-05,177.1,124.6,1.421
31641,55241,0.06347,38.5,2021-02-12,313.8,140.2,2.238
32334,55241,-0.01041,38.1,2021-02-19,245.5,139.7,1.758
33027,55241,0.0314,39.3,2021-02-26,223.7,144.3,1.551
33720,55241,-0.03554,37.9,2021-03-05,439.6,138.3,3.177
34413,55241,0.00257,38.0,2021-03-12,50.7,138.3,0.367
35106,55241,-0.00256,37.9,2021-03-19,267.7,136.7,1.958
35799,55241,0.03429,39.2,2021-03-26,306.5,142.2,2.156
36491,55241,0.00505,39.4,2021-04-01,170.7,146.8,1.163
652,55242,0.0,42.5,2020-04-03,1.3,32.6,0.039
1337,55242,0.07093,45.5,2020-04-09,37.4,34.2,1.096
2022,55242,-0.12096,40.0,2020-04-17,31.4,31.4,1.001
2707,55242,-0.0625,37.5,2020-04-24,9.6,29.2,0.329
3392,55242,0.11965,42.0,2020-05-01,73.0,31.6,2.308
4077,55242,0.02384,43.0,2020-05-07,81.8,32.5,2.515
4762,55242,0.11596,48.0,2020-05-15,141.0,33.8,4.176
5447,55242,0.31189,63.0,2020-05-22,50.6,41.1,1.232
6132,55242,-0.09528,57.0,2020-05-29,27.6,46.5,0.592
6817,55242,0.20194,68.5,2020-06-05,22.6,52.0,0.435
7502,55242,-0.05694,64.6,2020-06-12,15.6,52.1,0.3
8187,55242,0.0526,68.0,2020-06-19,3.6,52.2,0.069
8872,55242,0.04411,71.0,2020-06-26,10.3,52.3,0.197
9557,55242,-0.0141,70.0,2020-07-03,11.9,54.1,0.219
10243,55242,0.01425,71.0,2020-07-10,6.4,54.3,0.117
10929,55242,0.0,71.0,2020-07-17,2.3,54.5,0.042
11615,55242,0.0225,72.6,2020-07-24,2.3,54.7,0.041
12302,55242,-0.0358,70.0,2020-07-31,3.8,53.7,0.07
12989,55242,-0.02134,68.5,2020-08-07,25.3,53.5,0.473
13676,55242,-0.00725,68.0,2020-08-14,2.4,52.4,0.045
14363,55242,-0.0074,67.5,2020-08-21,3.6,52.0,0.069
15050,55242,-0.03701,65.0,2020-08-28,4.0,50.4,0.079
15738,55242,0.0308,67.0,2020-09-04,4.7,50.7,0.093
16426,55242,0.0075,67.5,2020-09-11,2.9,51.5,0.057
17114,55242,0.0,67.5,2020-09-18,3.4,51.8,0.065
17803,55242,-0.00742,67.0,2020-09-25,37.7,50.9,0.739
18492,55242,0.0,67.0,2020-10-02,2.1,51.4,0.041
19183,55242,0.0149,68.0,2020-10-09,32.1,51.6,0.623
19874,55242,0.00729,68.5,2020-10-16,7.7,52.1,0.149
20565,55242,6e-05,68.5,2020-10-23,4.8,52.3,0.092
21256,55242,0.0,68.5,2020-10-30,10.6,52.6,0.202
21947,55242,-0.0073,68.0,2020-11-06,9.7,52.4,0.185
22638,55242,-0.0074,67.5,2020-11-13,7.6,51.9,0.146
23329,55242,0.02224,69.0,2020-11-20,27.8,52.6,0.529
24020,55242,0.0,69.0,2020-11-27,12.5,53.0,0.236
24712,55242,-0.0362,66.5,2020-12-04,72.1,51.4,1.402
25405,55242,0.11275,74.0,2020-12-11,80.9,54.1,1.495
26098,55242,0.0743,79.5,2020-12-18,12.6,61.0,0.206
26791,55242,0.0126,80.5,2020-12-24,21.3,61.8,0.345
27484,55242,-0.0559,76.0,2020-12-31,16.5,58.3,0.282
28177,55242,0.03297,78.5,2021-01-08,15.1,59.3,0.255
28870,55242,0.07008,84.0,2021-01-15,16.7,61.9,0.27
29563,55242,0.1011,92.5,2021-01-22,189.3,70.1,2.702
30256,55242,-0.04852,88.0,2021-01-29,25.0,68.5,0.365
30949,55242,0.0,88.0,2021-02-05,7.1,67.5,0.105
31642,55242,0.0057,88.5,2021-02-12,11.3,67.8,0.167
32335,55242,0.0508,93.0,2021-02-19,45.0,68.6,0.656
33028,55242,-0.00544,92.5,2021-02-26,19.4,71.2,0.273
33721,55242,-3e-05,92.5,2021-03-05,74.9,70.4,1.065
34414,55242,0.0,92.5,2021-03-12,13.5,71.0,0.19
35107,55242,0.0,92.5,2021-03-19,13.3,71.0,0.187
35800,55242,0.0,92.5,2021-03-26,7.5,71.0,0.106
36492,55242,-2e-05,92.5,2021-04-01,15.1,71.6,0.211
653,51194,-0.06247,450.0,2020-04-03,53.1,277.5,0.191
1338,51194,0.21081,545.0,2020-04-09,214.6,316.7,0.678
2023,51194,-0.00914,540.0,2020-04-17,42.6,322.5,0.132
2708,51194,-0.01099,534.0,2020-04-24,58.0,311.4,0.186
3393,51194,0.02247,546.0,2020-05-01,199.4,334.6,0.596
4078,51194,-0.0037,544.0,2020-05-07,16.9,323.5,0.052
4763,51194,0.01091,550.0,2020-05-15,26.9,321.8,0.084
5448,51194,-0.00364,548.0,2020-05-22,17.9,328.7,0.054
6133,51194,0.07661,590.0,2020-05-29,133.6,343.6,0.389
6818,51194,0.365,806.0,2020-06-05,564.9,463.6,1.219
7503,51194,-0.16381,674.0,2020-06-12,158.4,440.8,0.359
8188,51194,-0.00597,670.0,2020-06-19,143.4,391.0,0.367
8873,51194,-0.02985,650.0,2020-06-26,110.4,391.5,0.282
9558,51194,-0.04611,620.0,2020-07-03,345.1,373.2,0.925
10244,51194,-0.02915,602.0,2020-07-10,71.8,365.8,0.196
10930,51194,-0.07979,554.0,2020-07-17,297.7,330.9,0.899
11616,51194,0.01086,560.0,2020-07-24,146.2,313.9,0.466
12303,51194,-0.05353,530.0,2020-07-31,59.0,315.3,0.187
12990,51194,0.08659,576.0,2020-08-07,189.6,337.0,0.563
13677,51194,0.02785,592.0,2020-08-14,89.6,351.0,0.255
14364,51194,-0.03043,574.0,2020-08-21,68.8,352.0,0.195
15051,51194,0.00348,576.0,2020-08-28,39.5,344.1,0.115
15739,51194,-0.00695,572.0,2020-09-04,39.1,343.3,0.114
16427,51194,-0.05592,540.0,2020-09-11,57.5,334.0,0.172
17115,51194,-0.24038,410.0,2020-09-18,339.4,303.4,1.119
17804,51194,0.0974,450.0,2020-09-25,303.9,265.8,1.143
18493,51194,0.01111,455.0,2020-10-02,61.3,275.8,0.222
19184,51194,0.04178,474.0,2020-10-09,65.1,275.8,0.236
19875,51194,-0.07165,440.0,2020-10-16,175.6,271.4,0.647
20566,51194,0.08627,478.0,2020-10-23,131.6,274.6,0.479
21257,51194,-0.05851,450.0,2020-10-30,75.5,269.4,0.28
21948,51194,-0.01554,443.0,2020-11-06,40.1,263.1,0.152
22639,51194,-0.00672,440.0,2020-11-13,45.3,269.5,0.168
23330,51194,0.04996,462.0,2020-11-20,70.2,269.1,0.261
24021,51194,-0.00433,460.0,2020-11-27,50.6,267.5,0.189
24713,51194,0.03248,475.0,2020-12-04,186.8,278.2,0.671
25406,51194,-0.06526,444.0,2020-12-11,91.7,269.2,0.341
26099,51194,0.03606,460.0,2020-12-18,68.0,272.4,0.25
26792,51194,0.02165,470.0,2020-12-24,36.2,271.8,0.133
27485,51194,-0.01175,464.5,2020-12-31,52.5,280.9,0.187
28178,51194,0.13244,526.0,2021-01-08,333.4,302.6,1.102
28871,51194,-0.04944,500.0,2021-01-15,121.5,303.2,0.401
29564,51194,-0.05,475.0,2021-01-22,167.6,294.5,0.569
30257,51194,0.03161,490.0,2021-01-29,254.2,289.4,0.878
30950,51194,-0.03062,475.0,2021-02-05,231.0,288.9,0.8
31643,51194,-0.03157,460.0,2021-02-12,321.1,280.1,1.146
32336,51194,0.01749,468.0,2021-02-19,171.6,282.6,0.607
33029,51194,-0.02788,455.0,2021-02-26,110.2,270.5,0.407
33722,51194,-0.022,445.0,2021-03-05,119.9,272.1,0.44
34415,51194,0.08986,485.0,2021-03-12,1050.1,275.7,3.809
35108,51194,-0.04122,465.0,2021-03-19,167.6,289.5,0.579
35801,51194,0.01077,470.0,2021-03-26,491.3,281.2,1.747
36493,51194,-0.00421,468.0,2021-04-01,233.3,279.3,0.835
654,57356,-0.07142,260.0,2020-04-03,11.6,41.8,0.277
1339,57356,0.02881,267.5,2020-04-09,3.1,41.2,0.075
2024,57356,0.0,267.5,2020-04-17,4.4,41.4,0.106
2709,57356,-0.0094,265.0,2020-04-24,2.1,41.1,0.052
3394,57356,0.02823,272.5,2020-05-01,14.0,41.5,0.338
4079,57356,0.0,272.5,2020-05-07,6.5,42.2,0.155
4764,57356,-4e-05,272.5,2020-05-15,4.5,42.4,0.106
5449,57356,0.0,272.5,2020-05-22,57.3,42.2,1.357
6134,57356,-0.0275,265.0,2020-05-29,4.1,41.6,0.098
6819,57356,0.07735,285.5,2020-06-05,10.7,44.3,0.242
7504,57356,-0.01222,282.0,2020-06-12,4.1,43.5,0.094
8189,57356,0.17887,332.5,2020-06-19,39.7,48.2,0.824
8874,57356,-0.0526,315.0,2020-06-26,9.3,48.8,0.19
9559,57356,0.0,315.0,2020-07-03,7.3,48.8,0.149
10245,57356,0.0159,320.0,2020-07-10,4.4,49.0,0.09
10931,57356,0.04689,335.0,2020-07-17,17.4,51.5,0.338
11617,57356,0.0149,340.0,2020-07-24,10.6,52.5,0.202
12304,57356,-0.0442,325.0,2020-07-31,11.8,51.4,0.229
12991,57356,-0.01854,319.0,2020-08-07,11.6,49.8,0.234
13678,57356,-0.0094,316.0,2020-08-14,8.2,49.0,0.168
14365,57356,0.09496,346.0,2020-08-21,23.3,51.6,0.451
15052,57356,-0.03182,335.0,2020-08-28,10.6,52.4,0.202
15740,57356,-0.00301,334.0,2020-09-04,8.4,51.8,0.163
16428,57356,0.13022,377.5,2020-09-11,47.7,53.9,0.886
17116,57356,0.06611,402.5,2020-09-18,31.6,61.3,0.515
17805,57356,-0.01239,397.5,2020-09-25,31.2,62.3,0.502
18494,57356,0.04404,415.0,2020-10-02,9.4,62.9,0.15
19185,57356,0.0,415.0,2020-10-09,19.8,64.3,0.308
19876,57356,0.15061,477.5,2020-10-16,51.5,71.5,0.721
20567,57356,0.08277,517.0,2020-10-23,212.8,76.7,2.774
21258,57356,-0.02311,505.0,2020-10-30,44.5,79.2,0.561
21949,57356,-0.03963,485.0,2020-11-06,45.0,75.5,0.596
22640,57356,0.02059,495.0,2020-11-13,21.9,75.9,0.288
23331,57356,0.01009,500.0,2020-11-20,19.7,76.5,0.258
24022,57356,0.02,510.0,2020-11-27,25.7,79.0,0.326
24714,57356,2e-05,510.0,2020-12-04,15.8,79.3,0.199
25407,57356,-0.0196,500.0,2020-12-11,106.9,78.2,1.366
26100,57356,0.01,505.0,2020-12-18,8.2,77.9,0.106
26793,57356,-0.00793,501.0,2020-12-24,13.3,77.4,0.172
27486,57356,-0.002,500.0,2020-12-31,11.3,77.5,0.145
28179,57356,0.03999,520.0,2021-01-08,29.7,79.6,0.374
28872,57356,1e-05,520.0,2021-01-15,15.0,80.2,0.186
29565,57356,4e-05,520.0,2021-01-22,41.5,80.7,0.514
30258,57356,-0.03656,501.0,2021-01-29,29.5,79.7,0.37
30951,57356,-0.02003,491.0,2021-02-05,19.9,76.9,0.259
31644,57356,0.04284,512.0,2021-02-12,286.9,77.7,3.693
32337,57356,0.0937,560.0,2021-02-19,44.2,84.9,0.521
33030,57356,-0.01428,552.0,2021-02-26,17.1,85.9,0.199
33723,57356,0.25906,695.0,2021-03-05,75.7,98.2,0.771
34416,57356,-0.08643,635.0,2021-03-12,188.3,97.9,1.923
35109,57356,-0.03145,615.0,2021-03-19,25.1,96.4,0.26
35802,57356,-0.0032,613.0,2021-03-26,10.6,95.2,0.112
36494,57356,-0.01716,602.5,2021-04-01,219.4,93.4,2.349
655,55243,0.0,2.75,2020-04-03,4.0,48.3,0.082
1340,55243,0.12727,3.1,2020-04-09,17.5,49.4,0.353
2025,55243,-0.0161,3.05,2020-04-17,1.9,54.0,0.035
2710,55243,0.0988,3.35,2020-04-24,12.1,56.4,0.215
3395,55243,0.08909,3.65,2020-05-01,6.1,65.7,0.092
4080,55243,-0.04109,3.5,2020-05-07,1.2,61.7,0.02
4765,55243,-0.05712,3.3,2020-05-15,4.0,58.9,0.068
5450,55243,-0.0455,3.15,2020-05-22,2.3,55.3,0.042
6135,55243,0.0,3.15,2020-05-29,2.3,55.3,0.042
6820,55243,0.0,3.15,2020-06-05,1.0,55.3,0.017
7505,55243,-0.06351,2.95,2020-06-12,6.1,54.1,0.113
8190,55243,0.05093,3.1,2020-06-19,13.5,51.7,0.261
8875,55243,-0.06456,2.9,2020-06-26,3.8,50.6,0.075
9560,55243,0.03445,3.0,2020-07-03,3.8,52.9,0.072
10246,55243,0.0833,3.25,2020-07-10,5.3,57.1,0.092
10932,55243,-0.26141,2.4,2020-07-17,118.9,48.1,2.469
11618,55243,-0.04159,2.3,2020-07-24,32.1,40.4,0.794
12305,55243,-0.02168,2.25,2020-07-31,14.0,39.7,0.353
12992,55243,-0.02219,2.2,2020-08-07,75.8,38.1,1.988
13679,55243,-0.0227,2.15,2020-08-14,44.8,37.8,1.186
14366,55243,-5e-05,2.15,2020-08-21,31.2,37.6,0.831
15053,55243,0.163,2.5,2020-08-28,150.8,39.0,3.865
15741,55243,0.10017,2.75,2020-09-04,242.2,44.4,5.459
16429,55243,0.09068,3.0,2020-09-11,86.5,48.7,1.776
17117,55243,-0.01666,2.95,2020-09-18,79.4,53.3,1.491
17806,55243,-0.13591,2.55,2020-09-25,36.7,45.0,0.817
18495,55243,-0.01955,2.5,2020-10-02,22.3,42.9,0.52
19186,55243,-0.02002,2.45,2020-10-09,26.1,43.2,0.604
19877,55243,0.0204,2.5,2020-10-16,17.8,43.6,0.408
20568,55243,0.03997,2.6,2020-10-23,48.5,43.8,1.109
21259,55243,-0.11537,2.3,2020-10-30,13.1,42.2,0.311
21950,55243,-0.0217,2.25,2020-11-06,3.4,39.7,0.086
22641,55243,0.0223,2.3,2020-11-13,14.6,39.4,0.37
23332,55243,0.19096,2.74,2020-11-20,41.8,44.3,0.944
24023,55243,-0.1423,2.35,2020-11-27,11.2,45.5,0.245
24715,55243,0.02136,2.4,2020-12-04,18.4,42.0,0.438
25408,55243,2e-05,2.4,2020-12-11,11.9,42.6,0.279
26101,55243,0.06256,2.55,2020-12-18,23.2,43.2,0.537
26794,55243,0.13685,2.9,2020-12-24,36.5,48.3,0.755
27487,55243,0.10351,3.2,2020-12-31,51.6,54.7,0.943
28180,55243,-0.01589,3.15,2021-01-08,39.5,53.4,0.74
28873,55243,-0.06354,2.95,2021-01-15,49.4,51.8,0.954
29566,55243,0.10182,3.25,2021-01-22,101.6,53.2,1.908
30259,55243,0.1384,3.7,2021-01-29,83.3,62.4,1.335
30952,55243,0.29734,4.8,2021-02-05,152.9,76.6,1.996
31645,55243,0.05723,5.08,2021-02-12,110.2,91.8,1.2
32338,55243,0.24114,6.3,2021-02-19,96.4,102.1,0.945
33031,55243,-0.02388,6.15,2021-02-26,95.3,102.8,0.927
33724,55243,-0.03249,5.95,2021-03-05,95.5,104.8,0.911
